batch_id,temperature_c,pressure_bar,vibration_mm_s,humidity_pct,line_speed_mpm,tool_wear_pct,power_kw,target
B1000,73.37122685889494,4.69297280321851,2.056052107037666,44.87751435078816,111.39495463712372,24.734457583078193,20.073012784185863,0
B1001,67.32007152191777,4.549780703585164,3.0061518564156713,54.861336101702754,137.4524372145971,34.08865605435046,16.62994683103295,0
B1002,75.37703038112906,5.406762942850214,3.111631847470429,49.968212159504354,115.40696881542678,58.196985525845186,15.626838779867263,0
B1003,76.23254122376046,5.427568020619098,0.9625890805243418,43.117099553825845,136.56742537808353,60.96165744200175,18.342820113295268,0
B1004,63.22034165105774,5.97239866696304,1.8501156466753041,41.938420813174,126.43448086690798,66.80785626873119,18.569444468037812,1
B1005,66.14019221911957,5.85998779020525,3.186496876693808,36.46752590666793,114.85733020635244,86.46734805921163,17.73355442766289,1
B1006,72.57528181425279,5.120662806081297,2.5064632841592522,50.03513224506776,127.19535795896296,31.553612644688435,21.200040522612824,0
B1007,70.57690833445388,4.453476472683478,2.256210425183818,45.517887169240495,124.80674270769057,64.2883090286098,16.629543774694074,1
B1008,71.9243947912307,5.0085360417934615,1.9258522452522746,31.3946313035554,135.31324231503712,55.375056119992294,19.188964336131168,0
B1009,68.1613023259189,5.330338716886315,1.7929592594338037,44.2499958906142,111.77481693202472,32.52535163713104,18.649533936559976,0
B1010,75.95729088688273,5.078750052766358,2.3305752504722594,41.69276179521533,120.6180910017243,86.6673667934306,15.075224905300615,1
B1011,75.50006370943026,4.853263535153407,1.8981007000124133,59.02974314519462,119.07726480593044,13.593507076329574,15.598133595929273,0
B1012,72.29713813902548,5.3517308889819395,2.065937103164445,36.08054971674683,130.56222212459676,69.08009241488463,18.526204235746988,1
B1013,77.07258543135615,4.897625355153634,2.16287896489203,37.91054440186162,104.62231208333736,70.50863417203418,22.85863999711132,0
B1014,74.10379204013421,4.823160349764776,1.5575427772052008,55.7697875017399,135.25465572356785,87.37938749209654,19.774393586177386,0
B1015,68.13318391702543,5.386871700582064,2.525703499105151,57.49734210224774,126.99493158255625,51.67225331162182,14.703603384681807,0
B1016,73.65937852837125,4.958804451922477,4.431395718732336,42.78511942892051,100.2461238955058,33.946010439732135,11.656926256737457,0
B1017,67.68502829626951,5.346462633387011,0.6784106885391399,43.575399240337624,138.1239423822075,79.49666028740184,20.112717904609635,1
B1018,75.95302635588273,5.363922413711274,2.359210019351984,52.31364777587319,153.51139621196597,74.37292536491533,18.288330337557962,1
B1019,71.77533340056186,4.516342599345055,1.4918479291048756,31.71030142138283,135.0275095432411,50.028405297752336,21.010785132922813,0
B1020,71.16811936404633,4.911255325680753,2.5619220620154,34.97164420846111,141.40477150839703,74.107163807043,16.562420574434828,1
B1021,68.93581705018227,6.062666163949878,2.137245978662289,46.034866194045016,121.28057072403882,29.10880418695347,19.27046749528876,0
B1022,77.50143602403314,4.502752292359428,2.709483819233971,58.84923396290388,95.07742620392236,58.05556973631211,20.361581618661297,0
B1023,71.30461733069039,3.9300073306176815,3.040405261207024,44.94988938283282,92.33819323248713,82.8665109309088,17.51557999594574,1
B1024,70.07252480026602,4.082892908054493,2.253936894214545,48.70655754214608,123.82623065801637,33.61860541548613,17.562611745491655,0
B1025,70.41539902280297,5.217465967946001,3.0056418307313426,55.93652490794808,111.1203178840503,48.51949841876689,18.555578228416458,1
B1026,74.39539133499007,5.21855036681962,0.22456168496905815,62.74819313294702,106.28135582508973,90.59403687556005,19.693887962432722,1
B1027,73.64449828963835,5.129433486744928,3.372361838332819,43.96206068796181,119.05879974046987,76.8390657774563,18.468465190073797,1
B1028,73.85729675218195,5.928513897357101,2.4000497215138723,47.88214293386602,129.23377931791933,84.83351182974974,20.64279194307087,1
B1029,73.93869451353547,3.5962993401382377,2.962274684596146,60.7543865493999,98.2086367985678,39.67223548014017,17.483742583612536,0
B1030,81.63741420391707,5.437560324658494,1.1240994041267829,37.344605073660006,113.26683569579423,94.68547336711029,15.577530547981159,0
B1031,70.17113242626922,6.136862921082145,1.4353840947157315,55.193067493876754,142.64806024680473,18.730904421543165,22.849345809848998,0
B1032,69.69490771917808,4.523331541064972,2.2167506353158193,40.87179127347119,103.87067429667938,51.68935248946781,17.16980577960662,0
B1033,68.33802272288455,4.972116092926063,2.08636968853003,48.7173065697221,133.04641780747434,48.13460440666245,17.249427415820957,0
B1034,74.77190740158973,4.748264849662828,2.326454870407992,46.30166666819808,112.72903857676509,76.8588971720121,18.355232693641195,1
B1035,77.080375317244,4.663392372353483,2.967612128743973,41.29391879509139,128.18690639774928,86.77559952635107,18.64779844123876,1
B1036,71.48723644055306,5.004242796986176,0.6878237477577207,41.118286506392074,136.459912608043,70.80254392172537,17.64929598652578,0
B1037,68.21929585366863,6.056491170210703,2.8790552573738473,49.93490054977628,131.11922650477533,61.41346125172725,18.46164542671218,0
B1038,68.28983452938942,6.302432005292513,2.1066255279663415,54.96877529713878,133.63739403320815,43.46862717636534,18.412523090858016,1
B1039,74.92766754521115,4.998436464975912,1.9369745111003618,47.09184657768048,102.72609699888065,50.92933253681608,18.884602519445775,0
B1040,75.34464377041549,6.3430361284386825,0.9231078124920877,48.490792111132514,136.7048956011195,50.837028190233966,13.313527590227904,0
B1041,74.44419420737337,5.221345886190775,2.502438934701492,51.99821846403733,107.2096032804777,6.833162631593989,22.63792787541727,0
B1042,69.00520631720087,6.252214616020648,0.1687137191751702,41.19866858890928,123.89312648357307,50.27412243449099,18.175965710223974,0
B1043,73.04472595380024,5.1440208102079055,2.61871520899097,53.17784755889046,123.87369280495841,82.03737201567124,19.77736976278337,1
B1044,72.52508614113327,5.278634695627686,0.9063153316216066,53.73540167941823,127.27683838304371,68.83466100280233,15.468177048625147,0
B1045,72.98409868528056,5.419284683585701,2.142766330093979,66.22538409125286,125.05435014090286,76.61377599125044,17.46379942525165,1
B1046,75.92142950076685,7.107312207620521,2.004664930137664,45.36727066608292,107.34285032212915,40.143649079166885,17.020905094095088,0
B1047,73.00617996948607,5.710771344906874,3.035630517835107,44.79342738832311,99.75198881556426,52.60759132216622,21.7333922819188,0
B1048,75.05511103382352,4.775641282029122,1.957075864788888,53.38276110101622,133.08523019942652,8.013521209739043,17.211210064961058,0
B1049,72.30410581270002,5.781398722165515,1.5446891510834675,53.73372918238497,122.78751866278374,39.46981479524092,20.167775971268203,0
B1050,73.30103729410493,4.9829004777493955,1.6947178432230376,44.25438992636302,137.24065261436726,47.697444040337956,17.06907500411897,0
B1051,74.84079701627343,4.906149890259274,3.118306215003731,45.17786126148966,119.32900598718199,27.96880096391735,17.50423833276132,0
B1052,65.4427988106495,5.745160815935267,2.529037575344715,51.78791586752628,98.9225345898456,7.811688109158483,17.95978963655849,0
B1053,70.56147952639215,5.218651352662691,1.7914960147814711,42.20691031485737,134.4919452150616,67.13672979010569,21.32445927902446,0
